,SHELL ID#,Molding Date,Inspection date,Mold station #,Number of ribs,Mold type,Shell diameter,Tank Type,Resin Type,Total Sprayers Worked,Rework
568,91008346 A,2023-03-18,2023-03-19,3.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
569,91008351 C,2023-03-10,2023-03-19,5.0,8.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.050199999999999995
570,91008346 B,2023-03-18,2023-03-19,5.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.61
571,91008401 B,2023-03-16,2023-03-19,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.48
572,91008347 A,2023-03-18,2023-03-19,2.0,8.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
573,91008097 D,2023-03-10,2023-03-20,4.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.024
574,91008402 B,2023-03-18,2023-03-20,4.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.25
575,91008347 B,2023-03-18,2023-03-20,5.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.2
576,91008402 A,2023-03-17,2023-03-20,2.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
577,91008402 C,2023-03-17,2023-03-20,3.0,8.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
578,91008378 A,2023-03-16,2023-03-20,4.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.67
579,908221323 A,2023-03-17,2023-03-20,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
580,908221323 B,2023-03-17,2023-03-20,1.0,9.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
581,91008227 B,2023-03-17,2023-03-20,5.0,14.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.55
582,91008378 B,2023-03-17,2023-03-20,3.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.71
583,91008227 A,2023-03-19,2023-03-21,5.0,15.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.2
584,91008587 A,2023-03-17,2023-03-21,2.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.15
585,91008587 B,2023-03-19,2023-03-21,4.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.12
586,908221375 D,2023-03-15,2023-03-21,1.0,11.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
587,908221375 C,2023-03-15,2023-03-21,1.0,2.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
588,908221375 B,,2023-03-21,1.0,6.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
589,908221375 A,2023-03-14,2023-03-21,1.0,6.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
590,91008575 B,2023-03-20,2023-03-21,5.0,14.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
591,908221428 A ,2023-03-21,2023-03-21,1.0,8.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.12
592,908221428 B,2023-03-21,2023-03-21,1.0,8.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.86
593,91008434 B,2023-03-21,2023-03-21,3.0,8.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.12
594,91008576 B,2023-03-14,2023-03-22,2.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
595,91008434 A,2023-03-21,2023-03-22,4.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
596,91008576 C,2023-03-20,2023-03-22,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.15
597,91008576 A,2023-03-20,2023-03-22,2.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.19
598,91008588 C,2023-03-13,2023-03-22,2.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
599,91008575 A,2023-03-20,2023-03-22,5.0,15.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.2
600,91008588 A,2023-03-20,2023-03-22,4.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.19
601,91008070 C,2023-03-21,2023-03-22,3.0,8.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
602,91008070 A,2023-03-21,2023-03-22,4.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
603,91007739 B,2023-03-22,2023-03-22,5.0,14.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.18
604,91008070 B,2023-03-21,2023-03-22,2.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
605,91007739 A,2023-03-22,2023-03-23,5.0,15.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.06
606,91008588 B,2023-03-20,2023-03-23,3.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.19
607,91008454 A,2023-03-17,2023-03-23,4.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.13
608,91008454 C,2023-03-17,2023-03-23,3.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.26
609,91008071 C,2023-03-22,2023-03-23,3.0,8.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.19
610,91008454 B,2023-03-22,2023-03-23,5.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.17
611,91008071 B,2023-03-22,2023-03-23,5.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.45
612,91008071 A,2023-03-22,2023-03-23,5.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.1
613,908221426 A,2023-03-13,2023-03-23,1.0,5.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
614,908221426 C,2023-03-13,2023-03-23,1.0,2.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
615,908221426 B,2023-03-13,2023-03-23,1.0,4.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
616,910060013023 A,2023-03-19,2023-03-24,5.0,5.0,02-Steel,10.0,02-SW-UL/ULC,10-DION 490-27 WINTER,1,0.38
617,910060013023 B,2023-03-19,2023-03-24,3.0,5.0,02-Steel,10.0,02-SW-UL/ULC,10-DION 490-27 WINTER,1,0.88
618,910060013023 C,2023-03-18,2023-03-24,5.0,6.0,02-Steel,10.0,02-SW-UL/ULC,10-DION 490-27 WINTER,1,0.0
619,91008377 A,2023-03-12,2023-03-24,3.0,5.0,02-Steel,10.0,02-SW-UL/ULC,10-DION 490-27 WINTER,1,0.5
620,91008377 B,2023-03-14,2023-03-24,4.0,6.0,02-Steel,10.0,02-SW-UL/ULC,10-DION 490-27 WINTER,1,0.0
621,908221426 D,2023-03-09,2023-03-24,1.0,10.0,02-Steel,8.0,02-SW-UL/ULC,10-DION 490-27 WINTER,1,0.42
622,91008377 C,2023-03-14,2023-03-25,3.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.34
623,908221429 A,2023-03-22,2023-03-25,1.0,3.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
624,91008300 B,2023-03-23,2023-03-25,2.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.07
625,91008300 A,2023-03-23,2023-03-25,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.15
626,91008300 C,2023-03-23,2023-03-25,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.59
627,908221429 B,2023-03-23,2023-03-25,1.0,3.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.23
628,91008436 C,2023-03-24,2023-03-25,4.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.94
629,908221429 C,2023-03-21,2023-03-25,1.0,9.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.11
630,91008436 A,2023-03-21,2023-03-25,3.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.0
631,91008436 B,2023-03-24,2023-03-25,2.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.28
632,91008226 B,2023-03-24,2023-03-25,3.0,8.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.19
633,91008226 C,2023-03-24,2023-03-25,5.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.17
634,91008226 A,2023-03-25,2023-03-26,3.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.32
635,91008226 D,2023-03-24,2023-03-26,2.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.9
636,908221374 C,2023-03-25,2023-03-26,1.0,5.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.17
637,91008357 A,2023-03-22,2023-03-27,4.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.11
638,91008375 B,2023-03-22,2023-03-27,4.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
639,908221374 B,2023-03-13,2023-03-27,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.16
640,908221374 A,2023-03-17,2023-03-27,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.1
641,91008357 B,2023-03-25,2023-03-27,4.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.12
642,91008375 A,2023-03-22,2023-03-27,4.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.25
643,908221436 D,2023-03-23,2023-03-27,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
644,908221436 A,2023-03-23,2023-03-27,1.0,5.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.0
645,908221436 B,2023-03-23,2023-03-27,1.0,4.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
646,908221436 C,2023-03-23,2023-03-27,1.0,2.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
647,91008375 C,2023-03-25,2023-03-27,2.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.6
648,908221322 B,2023-03-26,2023-03-27,1.0,9.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
649,908221322 A,2023-03-26,2023-03-28,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.16
650,91008157 B,2023-03-22,2023-03-28,3.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.04
651,91008155 A ,2023-03-27,2023-03-28,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.18
652,91008155 B,2023-03-27,2023-03-28,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.12
653,91008156 B,2023-03-17,2023-03-28,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.16
654,91008157 A,2023-03-23,2023-03-28,2.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.11
655,91008156 A,2023-03-27,2023-03-28,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.52
656,91008634 C,2023-03-26,2023-03-28,4.0,8.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.84
657,91008634 B,2023-03-26,2023-03-28,5.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,1.0
658,91008634 A,2023-03-25,2023-03-28,3.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.5
659,91008633 A,2023-03-28,2023-03-29,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.55
660,91008633 B,2023-03-27,2023-03-29,4.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.0381
661,91008382 B,2023-03-28,2023-03-29,3.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.24
662,91008382 A,2023-03-28,2023-03-29,2.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.18
663,91007740 B,2023-03-28,2023-03-29,5.0,14.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.18
664,91007740 A,2023-03-28,2023-03-29,5.0,15.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.29
665,91008381 C,2023-03-28,2023-03-29,3.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
666,91008381 A,2023-03-28,2023-03-29,2.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.88
667,908221225 C,2023-03-29,2023-03-30,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.21
668,908221225 A,2023-03-28,2023-03-30,1.0,9.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.4
669,91008381-B,2022-03-28,2023-03-30,4.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,0,0.0
670,908221225 B,2023-03-29,2023-03-30,1.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.24
671,91008492 D,2023-03-29,2023-03-30,3.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.17
672,91008492 A,2023-03-29,2023-03-30,5.0,4.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.57
673,91008492 B,2023-03-29,2023-03-30,4.0,4.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0127
674,91008492 C,2023-03-29,2023-03-30,2.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.77
675,91008605 A,2023-03-29,2023-03-30,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.56
676,91008605 C,2023-03-29,2023-03-30,3.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.4
677,90875030723 A,2023-03-30,2023-03-31,1.0,11.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.29
678,91008605 B,2023-03-30,2023-03-31,4.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
679,91008163 A,2023-03-30,2023-03-31,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.74
680,90807530723 B,2023-03-30,2023-03-31,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.52
681,91008163 B,2023-03-30,2023-03-31,2.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.22
682,91008490 B,2023-03-30,2023-03-31,5.0,13.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.33
683,91008379 A,2023-03-30,2023-03-31,5.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.19
684,91008379 B,2023-03-31,2023-04-01,4.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.56
685,91008163 C,,2023-04-01,4.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0518
686,91008164 C,2023-03-31,2023-04-01,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.07
687,91008164 A,2023-03-31,2023-04-01,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.0
688,91008164 B,2023-03-31,2023-04-01,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,0,0.59
689,91008379 C,2023-03-03,2023-04-02,2.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.51
690,91008159 B,2023-03-29,2023-04-02,4.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.011200000000000002
691,908069020623 A,2023-04-01,2023-04-02,1.0,2.0,02-Steel,8.0,04-SW-NSF,10-DION 490-27 WINTER,1,0.0
692,91008490 A,2023-03-30,2023-04-02,5.0,14.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.2095
693,908069020623 B,2023-04-01,2023-04-02,1.0,2.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
694,91008644 A,2023-04-01,2023-04-02,5.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
695,91008644 B,2023-04-01,2023-04-02,3.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.67
696,91008159 A,2023-03-29,2023-04-03,5.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.19
697,91008644 C,2023-03-31,2023-04-03,4.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.3
698,91008512 A,2023-04-01,2023-04-03,2.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.11
699,91008512 D,2023-04-01,2023-04-03,5.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.31
700,91008512 B,2023-04-02,2023-04-03,2.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.15
701,91008512 E,2023-04-02,2023-04-03,3.0,8.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.37
702,91008512 C,2023-04-02,2023-04-03,4.0,8.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.47
703,908221226 B,2023-03-31,2023-04-03,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
704,908221226 C,2023-04-02,2023-04-03,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.21
705,908221226 A,2023-04-02,2023-04-03,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.42
706,91008160 A,2023-04-03,2023-04-04,2.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.07
707,91008160 B,2023-04-03,2023-04-04,3.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.24
708,91008162 A,2023-04-03,2023-04-04,4.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.25
709,91008162 B,2023-04-03,2023-04-04,4.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.28
710,91008643 B,2023-04-03,2023-04-04,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.12
711,908072020623 A,2023-04-03,2023-04-04,1.0,4.0,02-Steel,8.0,02-SW-UL/ULC,10-DION 490-27 WINTER,1,0.0
712,908072020623 B,2023-04-03,2023-04-04,1.0,3.0,02-Steel,8.0,02-SW-UL/ULC,10-DION 490-27 WINTER,1,0.0
713,908221501 A,2023-04-03,2023-04-04,1.0,6.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
714,908221501 B,2023-04-04,2023-04-05,1.0,6.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.3
715,91008161 B,2023-04-04,2023-04-05,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.22
716,91008161 A,2023-04-04,2023-04-05,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.11
717,91008161 C,2023-04-04,2023-04-05,2.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.15
718,91008673 C,2023-04-04,2023-04-05,5.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.13
719,91008673 A,2023-04-04,2023-04-05,4.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,1.0
720,91008673 B,2023-04-04,2023-04-05,4.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.22
721,91008219 B,2023-04-04,2023-04-05,5.0,13.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.39
722,91008219 A,2023-04-04,2023-04-05,5.0,14.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.43
723,91008380 A,2023-04-04,2023-04-05,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.59
724,91008643 A,2023-04-03,2023-04-05,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.67
725,91008218 A,2023-04-05,2023-04-06,4.0,4.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.42
726,91008218 D,2023-04-05,2023-04-06,3.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.21
727,91008218 B,2023-03-24,2023-04-06,4.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.13
728,91008218 C,2023-04-05,2023-04-06,5.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.17
729,91008380 B,2023-04-05,2023-04-06,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.71
730,91008672 A,2023-04-05,2023-04-06,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.44
731,91008672 B,2023-04-05,2023-04-06,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.56
732,90822469 C,2023-04-05,2023-04-07,1.0,2.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.27
733,908221469 A,2023-04-05,2023-04-07,1.0,5.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.17
734,908221469 B,2023-04-05,2023-04-07,1.0,4.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
735,908221469 D,2023-04-05,2023-04-07,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.1
736,91008726 B,2023-04-06,2023-04-07,4.0,8.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.47
737,91008726 C,2023-04-06,2023-04-07,4.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.81
738,91008100 B,2023-04-06,2023-04-07,5.0,14.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.12
739,91008785 B,2023-04-06,2023-04-07,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
740,91008784 A,2023-04-07,2023-04-08,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.67
741,91008785 A,2023-04-07,2023-04-08,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0163
742,91008100 A,2023-04-05,2023-04-08,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.81
743,91008267 A,2023-04-07,2023-04-08,2.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0126
744,91008715 A,2023-04-07,2023-04-08,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.37
745,91008784-B,2023-04-07,2023-04-08,4.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.04
746,91008267 B,2023-04-07,2023-04-08,3.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.08
747,91008715 B,2023-04-07,2023-04-09,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.32
748,908221376 B,2023-04-07,2023-04-09,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
749,908221376 A,2023-04-07,2023-04-09,1.0,8.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.49
750,908221376 C,2023-04-04,2023-04-09,1.0,5.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
751,908221377 A,2023-04-08,2023-04-09,1.0,6.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.013600000000000001
752,91008268 A,2023-04-08,2023-04-09,5.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
753,91008268 C,2023-04-08,2023-04-10,2.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.1585
754,91008268 B,2023-04-08,2023-04-10,4.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.28
755,91008810 B,2023-04-08,2023-04-10,3.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
756,91008810 A,2023-04-08,2023-04-10,4.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.2217
757,91008727 B,2023-04-08,2023-04-10,2.0,3.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.65
758,91008810 C,2023-04-08,2023-04-10,3.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.77
759,91008727 C,2023-04-08,2023-04-10,2.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.43
760,91008727 A,2023-04-08,2023-04-10,5.0,4.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
