,SHELL ID#,Molding Date,Inspection date,Mold station #,Number of ribs,Mold type,Shell diameter,Tank Type,Resin Type,Total Sprayers Worked,Rework
193,91007763 A,2023-01-27,2023-01-28,2.0,4.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
194,91007763 C,2023-01-26,2023-01-28,3.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.09
195,91007771 A,2023-01-27,2023-01-28,5.0,14.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
196,91007771 B,2023-01-27,2023-01-28,5.0,13.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
197,91007832 A,2023-01-25,2023-01-29,4.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
198,91007832 B,2023-01-26,2023-01-29,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.32
199,91007741 B,2023-01-26,2023-01-29,5.0,14.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.06
200,908221273 A,2023-01-26,2023-01-29,1.0,6.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.15
201,91007847 B,2023-01-26,2023-01-29,4.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0175
202,91007741 A,2023-01-27,2023-01-30,5.0,15.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.17
203,908221273 C,2023-01-28,2023-01-30,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.21
204,908221255 B,2023-01-28,2023-01-30,1.0,9.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.23
205,908221255 A,2023-01-28,2023-01-30,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.21
206,91007979 A,2023-01-28,2023-01-30,4.0,4.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.14
207,91007934 B,2023-01-28,2023-01-30,4.0,4.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.28
208,91007979 B,2023-01-28,2023-01-30,3.0,4.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
209,91007934 A,2023-01-28,2023-01-30,3.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
210,908221273 B,2023-01-27,2023-01-30,1.0,6.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
211,91007762 B,2023-01-29,2023-01-31,5.0,13.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.2
212,91007980 B,2023-01-28,2023-01-31,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.32
213,91007934 C,2023-01-27,2023-01-31,3.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.86
214,91007980 A,2023-01-28,2023-01-31,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.74
215,91007981 A,2023-01-28,2023-01-31,4.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.63
216,91007762 A,2023-01-29,2023-01-31,5.0,14.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.43
217,91007981 B,2023-01-29,2023-01-31,4.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
218,91007981 C,2023-01-29,2023-01-31,4.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.69
219,91007874 B,2023-01-30,2023-01-31,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.16
220,908042210422 A,2023-01-23,2023-01-31,1.0,3.0,02-Steel,8.0,01-SW-Non UL,10-DION 490-27 WINTER,1,0.0
221,908042210422 C,2023-01-23,2023-01-31,1.0,6.0,02-Steel,8.0,01-SW-Non UL,10-DION 490-27 WINTER,1,0.0
222,91007829 A,2023-01-23,2023-02-01,4.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
223,91007874 A,2023-01-30,2023-02-01,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.1709
224,908221256 A,2023-01-30,2023-02-01,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.21
225,908221256 B,2023-01-30,2023-02-01,1.0,9.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
226,91007873 A,2023-01-30,2023-02-02,4.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.25
227,908042210422 B,2023-01-23,2023-02-01,1.0,3.0,02-Steel,10.0,01-SW-Non UL,10-DION 490-27 WINTER,1,0.49
228,91007829 B,2023-02-01,2023-02-02,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.4
229,91007873 B,2023-01-31,2023-02-02,2.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.45
230,91007830 B,2023-02-01,2023-02-02,4.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.37
231,91007830 A,2023-02-01,2023-02-02,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.22
232,91007873 A,2023-01-30,2023-02-02,4.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.38
233,91007830 C,2023-01-30,2023-02-02,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.07
234,91007764 B,2023-02-01,2023-02-02,3.0,4.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
235,91007764 A,2023-01-31,2023-02-02,2.0,4.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0113
236,91007764 C,2023-01-31,2023-02-03,3.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.43
237,91007768 B,2023-02-01,2023-02-03,2.0,10.0,02-Steel,10.0,01-SW-Non UL,10-DION 490-27 WINTER,1,0.08
238,91007764 D,2023-01-31,2023-02-03,4.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.34
239,91007768 A,2023-02-01,2023-02-03,5.0,10.0,02-Steel,10.0,01-SW-Non UL,10-DION 490-27 WINTER,1,0.0
240,91007873 C,2023-01-30,2023-02-03,4.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.17
241,91007768 C,2023-02-02,2023-02-03,3.0,7.0,02-Steel,10.0,01-SW-Non UL,10-DION 490-27 WINTER,1,0.0
242,91008069 B,2023-02-02,2023-02-03,3.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.4
243,91008069 A,2023-02-02,2023-02-03,2.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.37
244,91007863 B,2023-01-30,2023-02-03,5.0,13.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.2
245,91007984 A,2023-02-02,2023-02-04,4.0,8.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.09
246,91007984 C,2023-02-02,2023-02-04,4.0,2.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.38
247,91007984 B,2023-02-02,2023-02-04,2.0,8.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.09
248,91007863 A,2023-01-01,2023-02-04,5.0,14.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.18
249,91007845 A,2023-02-02,2023-02-04,2.0,4.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.14
250,91007984 D,2023-02-02,2023-02-04,4.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.011899999999999999
251,91007845 C,2023-02-02,2023-02-04,5.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.09
252,91007845 D,2023-02-02,2023-02-04,4.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.21420000000000003
253,91007964 B,2023-02-02,2023-02-04,5.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.0
254,91007845 B,2023-02-03,2023-02-04,5.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.25
255,91007964 A,2023-02-01,2023-02-04,4.0,8.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
256,91008005 B,2023-02-03,2023-02-05,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.32
257,91008003 B,2023-02-04,2023-02-05,4.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0168
258,91008003 C,2023-02-03,2023-02-05,4.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0146
259,91008003 A,2023-02-03,2023-02-05,3.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.13
260,908221294 B,2023-02-01,2023-02-06,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
261,908221294 A,2023-01-31,2023-02-06,1.0,11.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
262,91007770 A,2023-02-03,2023-02-06,5.0,13.0,02-Steel,10.0,01-SW-Non UL,10-DION 490-27 WINTER,1,0.0
263,91007770 B,2023-02-03,2023-02-06,5.0,14.0,02-Steel,10.0,01-SW-Non UL,10-DION 490-27 WINTER,1,0.0
264,908221274 C,2023-02-04,2023-02-06,1.0,7.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.27
265,91008002 A ,2023-02-04,2023-02-06,2.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
266,908221274 A,2023-02-04,2023-02-06,1.0,11.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.49
267,908221274 B,2023-02-04,2023-02-06,1.0,11.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.49
268,91008000 B,2023-02-04,2023-02-07,5.0,4.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.14
269,91008000 A,2023-02-04,2023-02-07,5.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.5
270,91008068 B,2023-02-05,2023-02-07,4.0,4.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.28
271,91008068 A,2023-02-05,2023-02-07,5.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
272,91008004A,2023-02-03,2023-02-07,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
273,91008006 A,2023-02-06,2023-02-07,4.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
274,91008006 C,2023-02-06,2023-02-07,5.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
275,91007999 A,2023-02-07,2023-02-08,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
276,91008006 B,2023-02-06,2023-02-08,3.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.34
277,91007999 B,2023-02-06,2023-02-08,4.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.021400000000000002
278,91008004 B,2023-02-06,2023-02-08,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0222
279,91008002 B,2023-02-04,2023-02-08,3.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0461
280,91008134 A,2023-02-07,2023-02-08,,,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0148
281,91008134 B,2023-02-07,2023-02-08,2.0,6.0,02-Steel,,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
282,91007765 B,2023-02-07,2023-02-08,3.0,13.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.0
283,91007765 A,2023-02-07,2023-02-08,5.0,14.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.49
284,91007471 C,2023-02-07,2023-02-08,2.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.69
285,91007471 A,2023-02-07,2023-02-08,3.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.92
286,91008005 A,2023-02-03,2023-02-09,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0355
287,91007470 B,2023-02-08,2023-02-09,3.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.0
288,91007471 B,2023-02-08,2023-02-09,4.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.25
289,91007470 A,2023-02-08,2023-02-09,2.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.1
290,91007470 C,2023-02-08,2023-02-09,3.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,0,0.0
291,91008133 B,2023-02-08,2023-02-09,3.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.16
292,91008133 A,2023-02-08,2023-02-09,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
293,908221271 D,2023-02-08,2023-02-09,1.0,11.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
294,91008134 C,2023-02-07,2023-02-09,3.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.69
295,908221271 C,2023-02-02,2023-02-10,1.0,3.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0181
296,908221271 A,2023-02-02,2023-02-10,1.0,7.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.27
297,908221271 B,2023-02-02,2023-02-10,1.0,7.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0109
298,91008007 A,2023-02-05,2023-02-10,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.37
299,91007982 D,2023-02-08,2023-02-11,2.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
300,91007982 A,2023-02-08,2023-02-11,4.0,4.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
301,91008007 B,2023-02-09,2023-02-11,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0143
302,91007982 C,2023-02-08,2023-02-11,2.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0154
303,91008076 B,2023-02-09,2023-02-11,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.37
304,91008075 C,2023-02-09,2023-02-11,2.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.5
305,91008076 C,2023-02-09,2023-02-11,2.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,1.0
306,91008075 A,2023-02-10,2023-02-11,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.15
307,91007846 A,2023-02-09,2023-02-11,5.0,14.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.18
308,91007846 B,2023-02-09,2023-02-11,5.0,13.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
309,91008172 A,2023-02-10,2023-02-12,2.0,8.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.09
310,91008172 B,2023-02-11,2023-02-12,3.0,8.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.09
311,91008172 C,2023-02-11,2023-02-12,3.0,2.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.38
312,91007870 A,2023-02-11,2023-02-12,5.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.13
313,91008075 B,2023-02-10,2023-02-13,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.077
314,91008135 A,2023-02-11,2023-02-13,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.15
315,908221244 B,2023-02-10,2023-02-13,1.0,9.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.34
316,91008135 B,2023-02-11,2023-02-13,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.24
317,91007870 C,2023-02-11,2023-02-13,3.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.26
318,908221293 C,2023-02-07,2023-02-13,1.0,7.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.54
319,908221244 A,2023-02-10,2023-02-13,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.31
320,908221293 A,2023-02-06,2023-02-13,1.0,8.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
321,908221293 B,2023-02-07,2023-02-13,1.0,5.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
322,91007472 B,2023-02-12,2023-02-13,3.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.31
323,91007870 B,2023-02-12,2023-02-13,3.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.9
324,91007472 C,2023-02-12,2023-02-13,5.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.69
325,91007869 B,2023-02-13,2023-02-14,2.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
326,91007869 A,2023-02-13,2023-02-14,3.0,8.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.19
327,908221245 A,2023-02-11,2023-02-14,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.31
328,908221245 B,2023-02-11,2023-02-14,1.0,9.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
329,91007472 A,2023-02-12,2023-02-14,3.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.31
330,91008077 B,2023-02-13,2023-02-14,2.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.15
331,908221302 A,2023-02-13,2023-02-14,1.0,9.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.34
332,908221302 B,2023-02-13,2023-02-15,1.0,8.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.12
333,Engineer Shell 1,,2023-02-15,,8.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,0,0.37
334,91008077 C,2023-02-14,2023-02-15,3.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.38
335,Engineer Shell 2,,2023-02-15,,8.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,0,0.19
336,91008078 C,2023-02-14,2023-02-15,3.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.38
337,91008078 B,2023-02-14,2023-02-15,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.0
338,908221257 A,2023-02-14,2023-02-15,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
339,908221257 B,2023-02-14,2023-02-15,1.0,9.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.57
340,91008078 A,2023-02-14,2023-02-15,2.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.15
341,91008076 A,2023-02-12,2023-02-15,4.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.0
342,91007473 A,2023-02-14,2023-02-16,3.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.31
343,91007473 B,2023-02-14,2023-02-16,2.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.41
344,91007473 C,2023-02-15,2023-02-16,2.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.43
345,91007871 A,2023-02-15,2023-02-16,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
346,91008172 D,2023-02-10,2023-02-16,5.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.32
347,91008077 A,2023-02-13,2023-02-16,2.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.59
348,91007871 B,2023-02-10,2023-02-16,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.08
349,91008008 C,2023-02-14,2023-02-16,5.0,13.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
350,91008008 A,2023-02-13,2023-02-17,5.0,16.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.06
351,91008008 B,2023-02-13,2023-02-17,5.0,16.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.39
352,91007872 C,2023-02-15,2023-02-17,3.0,8.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.09
353,91007983 A,2023-02-16,2023-02-17,5.0,14.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.0
354,91007872 A,2023-02-16,2023-02-17,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.32
355,91007983 B,2023-02-15,2023-02-17,5.0,13.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.0
356,91007872 B,2023-02-15,2023-02-17,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.15
357,91007743B,2023-02-16,2023-02-17,3.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.32
358,91007986 D,2023-02-17,2023-02-18,3.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
359,91007743 C,2023-02-17,2023-02-18,4.0,8.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.74
360,91007990 B,2023-02-17,2023-02-18,5.0,13.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.46
361,91007986 A,2023-02-18,2023-02-19,2.0,4.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.57
362,91007990 A,2023-02-17,2023-02-19,5.0,14.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.25
363,91007986  B,2023-02-18,2023-02-19,5.0,4.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
364,908221291 B,2023-02-16,2023-02-20,1.0,9.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.11
365,908221291 A,2023-02-16,2023-02-20,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.21
366,91007886 A,2023-02-18,2023-02-20,2.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.67
367,91008261 A,2023-02-18,2023-02-20,3.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,0,0.06
368,908221258 B,2023-02-18,2023-02-21,1.0,9.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.23
369,908221258 A,2023-02-18,2023-02-21,1.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.16
370,91007743 A,2023-02-17,2023-02-21,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0429
371,91008171 A,2023-02-15,2023-02-21,5.0,15.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
372,91008171 B,2023-02-15,2023-02-21,5.0,14.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.18
373,908073020323 A,2023-02-18,2023-02-21,1.0,8.0,02-Steel,8.0,01-SW-Non UL,10-DION 490-27 WINTER,1,0.0
374,908073020323 B,2023-02-18,2023-02-21,1.0,7.0,02-Steel,8.0,01-SW-Non UL,10-DION 490-27 WINTER,1,0.0
375,91007886 B,2023-02-18,2023-02-22,3.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0461
376,91008261 C,2023-02-20,2023-02-22,3.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.64
377,908221363 A,2023-02-20,2023-02-22,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.31
378,908221363 B,2023-02-20,2023-02-22,1.0,9.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.17
379,91008202 A,2023-02-21,2023-02-22,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.15
380,908221365 B,2023-02-20,2023-02-22,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.94
381,91008202 B,2023-02-21,2023-02-22,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
382,908221365 A,2023-02-18,2023-02-22,1.0,11.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
383,91007986 C,2023-02-17,2023-02-22,3.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.69
384,91008261 B,2023-02-17,2023-02-23,3.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.049400000000000006
385,91008202 C,2023-02-22,2023-02-23,4.0,8.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.65
